,CCN,AverageAge,PctgAge18,PctgAge18t64,PctgAge64,PctgBlack,PctgHispanic,PctgFemale,Network,Name,City,StateCode,PctgCalciumUncorrected102,AvgCalciumUncorrected,AvgSerumPhosphorous,PctgSerumPhosphorous70,PctgFistula,PctgCatheterOnly90,TotalPatients,PctgMedicare,PctgMedicarePending,PctgNonMedicare,ComplianceStatus,ProfitStatus,ChainOwner,EveningShift,DialyzerReuse,TotalStations,TotalStaff,SRR,PctgFluVaccine,AvgHemoglobin,PctgHemoglobin10,PctgHemoglobin10t11,PctgHemoglobin11t12,PctgHemoglobin12,PctgESAPrescribed,AvgUFR,PctgUFRLE13,PctgUFRGT13,AvgKtV,PctgKtV12,PctgKtV12t18,PctgKtV18,PctgKtVOther,ZipCode,PctgBlackACS,PctgHispanicACS,UnemploymentRate,PctgFamilyBelowFPL,PctgPoorEnglish,HospitalAffiliation,State,Region,Division,Urbanicity,Urbanicity2,YearsInOps
455,52630,64.43356643,0,46.85314685,53.14685315,6.293706294,39.16083916,39.16083916,17,SATELLITE DIALYSIS SANTA ROSA,SANTA ROSA,CA,1.60810006,8.896444732,5.707409675,18.17667044,48.81087203,13.36353341,233,79.01234568,0,20.98765432,Not Compliant,Not for Profit,Other Chains,Evening Shift,Dialyzer Reuse,48,35,0.908984586,57.47126437,10.64270968,21.62001191,35.37820131,27.69505658,7.623585468,0.059559262,8.290656647,69.92257296,14.11554497,1.579384735,3.901734104,69.8699422,19.00289017,7.225433526,95407,2.8,52.1,6.8,13.8,28.5,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.27237383
456,52631,66.2513369,0,40.64171123,59.35828877,6.951871658,22.99465241,34.75935829,18,DAVITA-WILSHIRE DIALYSIS CENTER,LOS ANGELES,CA,0.867579909,8.841034898,4.970281125,8.946672543,56.17597293,4.45572476,257,75.13513514,0,24.86486487,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,19,36,1.089796757,80,10.92068966,15.25114155,26.71232877,25.29680365,9.543378995,67.44292237,8.222008835,57.84198113,9.728773585,1.636677995,0.233826968,69.91426345,21.59002338,8.261886204,90017,5.3,66.8,4.6,43.6,51.2,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.31070453
457,52632,65.89655172,0,49.65517241,50.34482759,2.75862069,43.44827586,40,18,DAVITA-GLENDALE DIALYSIS,GLENDALE,CA,1.258238466,8.808791946,5.0902133,9.308966305,65.50852811,6.001263424,225,71.7948718,0,28.20512821,Not Compliant,For Profit,DaVita,Evening Shift,No Dialyzer Reuse,20,36,0.812653528,82.02247191,10.89349112,13.48112642,38.88556022,28.93948472,9.826243259,80.34751348,7.216804819,80.82556591,7.057256991,1.5990652,1.059001513,74.96217852,20.27231468,3.706505295,91205,2.5,25,6.8,18,45.3,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.2997529
458,52633,62.75739645,0,53.84615385,46.15384615,3.550295858,58.57988166,44.37869823,18,FMC-MISSION HILLS,MISSION HILLS,CA,2.288218111,8.891979434,5.150050556,9.535218016,70.62430323,13.04347826,259,49.15254237,0,50.84745763,Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,23,36,1.039974663,72.27722772,11.02770961,14.45959104,32.08373905,34.37195716,14.31353457,68.54917235,10.2996123,68.44494892,22.53121453,1.732366045,0.414201183,53.96449704,43.90532544,1.715976331,91345,1.8,69.3,6.4,8,27.3,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.17654709
459,52634,65.30088496,0,47.78761062,52.21238938,64.60176991,18.5840708,46.01769912,18,FMC-RAI-CENTINELA-INGLEWOOD,INGLEWOOD,CA,0.874403816,9.023990107,4.857731158,5.829596413,69.7309417,10.98654709,158,19.81981982,1.801801802,78.37837838,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,25,25,0.746027597,42.85714286,10.83209877,19.3163752,34.73767886,29.01430843,13.51351351,4.92845787,6.823904405,86.88394277,6.597774245,1.650277778,1.290877797,67.64199656,30.20654045,0.860585198,90302,48.5,43,10.9,16.9,20.7,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.11357523
460,52635,61.86111111,0,50.92592593,49.07407407,18.51851852,40.74074074,51.85185185,18,DAVITA-BRIMHALL DIALYSIS,BAKERSFIELD,CA,0.950118765,8.823276634,5.37959364,13.15589354,56.04562738,7.984790875,178,55.37190083,0,44.62809917,Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,20,29,0.994600426,52.17391304,10.93514235,15.2810768,30.08709422,31.74980206,11.87648456,78.22644497,8.270926419,72.76326207,10.21377672,1.552357208,3.687821612,74.09948542,16.80960549,5.403087479,93312,1.9,25.2,4.5,4.8,4.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.15190593
461,52637,62.51937985,0,50.3875969,49.6124031,11.62790698,47.28682171,37.98449612,18,DAVITA-BURBANK DIALYSIS,BURBANK,CA,1.334222815,8.816241135,4.989202201,10.23824855,74.11461687,9.143593046,199,76.8115942,0,23.1884058,Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,24,29,0.460639063,80,10.91443662,14.00933956,37.75850567,32.08805871,10.87391594,76.85123416,9.251402849,73.9826551,14.20947298,1.640078966,2.892561984,69.6969697,23.34710744,4.063360881,91504,2.2,23.5,5.3,7.4,20,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.92739755
462,52638,62.42696629,0,52.80898876,47.19101124,3.370786517,29.21348315,37.07865169,18,DAVITA-DIALYSIS CENTER OF SIMI VALLEY,SIMI VALLEY,CA,0.361663653,8.746448087,5.028419183,9.507042254,73.05699482,9.740932643,136,78.21782178,0,21.78217822,Not Compliant,For Profit,DaVita,Evening Shift,No Dialyzer Reuse,15,16,0.744098379,87.5,10.79954587,19.07775769,38.3363472,32.45931284,9.674502713,87.70343581,7.123849015,87.68736617,7.708779443,1.58300112,0,83.51893096,15.92427617,0.556792873,93065,1.1,26,4.2,3.2,8.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,31.09714779
463,52641,62.29787234,0,53.19148936,46.80851064,2.127659575,40.42553192,40.42553192,18,DAVITA-HUNTINGTON BEACH DIALYSIS,HUNTINGTON BEACH,CA,1.529636711,8.912627291,5.272580645,13.14285714,62.38361266,17.50465549,71,49.05660377,1.886792453,49.05660377,Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,10,17,1.452268431,65.2173913,10.64236253,25.23900574,32.31357553,27.72466539,8.604206501,82.791587,8.252759136,72.4665392,13.57552581,1.550633188,1.663201663,79.83367983,13.72141372,4.781704782,92649,0.9,13.6,3.9,4.8,5.5,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.90001848
464,52644,64.57534247,0,50.68493151,49.31506849,0,56.16438356,39.7260274,18,FMC-ALHAMBRA,ALHAMBRA,CA,0.475624257,8.858145363,4.941363102,7.692307692,54.68926554,16.27118644,133,37.17948718,0,62.82051282,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,20,14,1.104276036,60,11.14432099,14.6254459,28.06183115,34.12604043,19.50059453,55.52913199,7.282972237,86.24849216,8.805790109,1.679043601,3.274215553,57.57162347,36.15279673,3.001364256,91803,0.9,37.9,3.1,10.4,35.5,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.71657871
465,52647,64.8372093,0,46.51162791,53.48837209,5.426356589,48.0620155,44.18604651,17,SATELLITE DIALYSIS TURLOCK,TURLOCK,CA,1.980874317,9.001715511,5.084192673,7.249190939,68.60841424,9.708737864,178,91.04477612,0.746268657,8.208955224,Not Compliant,Not for Profit,Other Chains,Evening Shift,Dialyzer Reuse,25,25,0.976981755,86.74698795,10.79085061,17.69125683,35.45081967,30.6010929,11.81693989,0.136612022,7.883231524,79.91803279,9.153005465,1.604675119,3.03030303,71.43939394,21.13636364,4.393939394,95382,2,24.4,5.4,6.4,14.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.78502639
466,52648,66.73972603,0,41.09589041,58.90410959,1.369863014,54.79452055,41.09589041,18,DAVITA-SAN JUAN CAPISTRANO SOUTH DIALYSIS,SAN JUAN CAPISTRANO,CA,1.886792453,8.963905325,5.758891455,19.54643629,65.59263521,9.20598389,125,68.53932584,0,31.46067416,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,18,17,0.763804945,78.57142857,10.82558962,15.31631521,38.73473918,29.85571587,10.2108768,87.34739179,7.25071219,79.38388626,6.990521327,1.525628571,2.826379542,78.46567968,12.92059219,5.787348587,92675,0.5,36.7,4.3,9.7,16.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.41814685
467,52651,60.03508772,0,64.9122807,35.0877193,59.64912281,17.54385965,40.35087719,17,US RENAL CARE BERKELEY,BERKELEY,CA,1.044386423,9.129866667,4.977326343,7.188703466,59.69191271,8.472400514,90,71.73913044,2.173913044,26.08695652,Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,24,18,1.363627818,69.6969697,10.70266667,17.36292428,47.25848564,25.45691906,7.832898172,91.38381201,7.736376822,82.24543081,11.61879896,1.734992458,1.940298508,66.56716418,30.44776119,1.044776119,94710,17.5,21,7.2,11.2,6.9,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,30.07864638
468,52652,60.36423841,0.662251656,61.58940397,37.74834437,21.85430464,56.95364238,45.69536424,18,DAVITA-PARAMOUNT DIALYSIS CENTER,PARAMOUNT,CA,0.754060325,9.015379826,5.114904988,11.00663717,59.58520179,9.641255605,259,62.35955056,0,37.64044944,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,37,49,1.081790031,81.70731707,10.49607477,23.20185615,42.22737819,21.4037123,6.26450116,82.13457077,7.790748866,80.29411765,10.35294118,1.513576073,4.619225968,77.71535581,13.67041199,3.995006242,90723,9.6,81.6,5.8,20.1,33.7,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.98829545
469,52653,65.43589744,0,46.15384615,53.84615385,3.846153846,66.02564103,45.51282051,18,FMC-CHULA VISTA DIALYSIS CENTER-SOUTH,SAN DIEGO,CA,1.004728132,8.97659321,5.158073654,12.69035533,61.36491822,1.917653694,236,85.96491228,0,14.03508772,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,30,35,1.031257357,68.10344828,10.78921801,18.321513,40.24822695,31.678487,9.51536643,69.20803783,10.01551486,72.99054374,20.56737589,1.774271786,0.421432872,47.01986755,51.35460566,1.204093919,92154,5.2,67.3,7.1,12.1,26.3,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.99924708
470,52654,62.08396947,0,55.72519084,44.27480916,12.21374046,58.01526718,44.27480916,18,FMC-GAREY DIALYSIS CENTER PARTNERSHIP,POMONA,CA,1.136363636,8.936853147,5.429423729,14.62783172,60.64724919,18.6407767,170,81.29496403,0,18.70503597,Compliant,For Profit,FMC,No Evening Shift,Dialyzer Reuse,29,24,0.574652841,74.66666667,11.08503497,14.23796791,26.87165775,38.10160428,16.37700535,86.4973262,9.416965684,77.80748663,15.97593583,1.681310499,2.674591382,59.50965825,37.59286776,0.222882615,91767,8.6,65.8,6.8,16.6,24.2,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.98555754
471,52656,63.80379747,0,53.16455696,46.83544304,5.063291139,35.44303798,44.30379747,18,FMC-VENTURA,VENTURA,CA,1.133651551,8.895006165,5.029028571,6.835722161,61.19510439,11.59107271,217,49.0797546,0,50.9202454,Not Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,27,31,0.833771891,72.04301075,10.89882933,18.25775656,35.26252983,29.17661098,14.14081146,64.14081146,8.668530727,79.58074534,14.44099379,1.693494668,1.385493073,59.08720456,38.87530562,0.65199674,93003,1.6,30,4.4,5.9,7,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.86235173
472,52657,61.16326531,0,53.06122449,46.93877551,9.183673469,37.75510204,36.73469388,18,FMC-RAI-CORPORATE WAY-PALM DESERT,PALM DESERT,CA,2.042553192,9.084173913,5.59787234,18.14236111,59.65103599,13.63140676,166,86.79245283,0,13.20754717,Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,21,19,0.65878408,79.72972973,10.99625762,15.74468085,34.80851064,31.4893617,15.74468085,27.91489362,8.736112302,73.10344828,17.47126437,1.620564827,2.806122449,69.3877551,27.16836735,0.637755102,92260,2,31.1,3.5,10.5,9.7,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.79664196
473,52658,62.36842105,0,50,50,2.631578947,93.42105263,50,18,KIDNEY INSTITUTE OF THE DESERT,INDIO,CA,0.336700337,8.933333333,4.997045952,9.358569926,59.72660358,11.04100946,121,83.13253012,1.204819277,15.6626506,Compliant,For Profit,Independent,No Evening Shift,No Dialyzer Reuse,20,13,0.768693819,80,10.5675644,28.39506173,34.45566779,22.22222222,10.77441077,69.6969697,9.173418522,76.09427609,15.15151515,1.555413271,4.408352668,78.77030162,16.47331787,0.348027842,92201,3.3,75,8.2,17.7,28.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.81854521
474,52661,64.22556391,0,48.87218045,51.12781955,11.27819549,54.13533835,38.34586466,18,DAVITA-CORONA DIALYSIS CENTER,CORONA,CA,0.882552614,8.763372495,5.4265625,17.29179911,67.95931341,11.18881119,207,41.54929578,0,58.45070423,Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,24,27,0.856934959,66,10.78480663,22.26748133,33.19755601,30.27834352,12.55940258,83.50305499,8.493089289,79.02240326,13.17040054,1.501629686,1.56133829,88.40148699,7.211895911,2.82527881,92881,5.4,31.8,5.2,4.5,12.2,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.37226637
475,52663,60.73856209,0,56.8627451,43.1372549,18.95424837,19.60784314,47.7124183,17,ANTELOPE DIALYSIS CENTER,CITRUS HEIGHTS,CA,0.933488915,9.065682657,5.444172494,13.96121884,63.26869806,7.645429363,222,78.125,0,21.875,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,20,31,0.839257942,65.71428571,10.69232187,16.91948658,42.94049008,27.77129522,7.351225204,86.75612602,7.997693892,72.22870478,9.50991832,1.465374912,8.457069077,74.62879277,9.03808909,7.876049064,95621,3.2,17.5,5.8,9.4,8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.54749242
476,52665,68.17073171,0,37.39837398,62.60162602,18.69918699,23.57723577,36.58536585,18,DAVITA-SANTA MONICA DIALYSIS,SANTA MONICA,CA,0.657414171,8.927950311,4.749013879,5.013736264,61.88186813,12.56868132,189,79.36507937,0,20.63492064,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,22,21,1.08495654,82.5,10.57631988,22.13294376,39.29875822,26.73484295,5.916727538,90.72315559,7.329853009,82.54200146,6.939371804,1.596930193,3.037766831,73.727422,20.85385879,2.380952381,90404,7,28.4,7.1,8.9,19.6,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.33393567
477,52666,60.01123596,0,56.17977528,43.82022472,14.60674157,58.42696629,40.4494382,18,DAVITA-TULARE DIALYSIS,TULARE,CA,0.411099692,8.925692964,5.168812877,12.13592233,74.27184466,13.39805825,132,70.83333333,0,29.16666667,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,16,15,1.141924718,90.90909091,10.96780384,16.44398767,33.50462487,30.11305242,16.34121274,75.02569373,8.139593972,82.15384615,10.46153846,1.523570622,2.787068005,80.49052397,15.38461539,1.337792642,93274,3.1,58.6,5.1,18.9,25.9,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,29.24084683
478,52668,71.13157895,0,26.31578947,73.68421053,5.263157895,34.21052632,47.36842105,18,FMC-CAMARILLO DIALYSIS CENTER,CAMARILLO,CA,1.101321586,9.025612472,4.668376068,2.114164905,66.5961945,4.862579281,59,88.63636364,0,11.36363636,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,15,9,1.298438399,61.29032258,10.83488889,16.29955947,38.32599119,35.68281938,8.810572687,78.1938326,9.140410835,75.55066079,19.38325991,1.779557522,0.220264317,50.22026432,49.11894273,0.440528634,93010,2.6,29,3.2,4.3,9.6,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.89039474
479,52670,62.83625731,0,54.38596491,45.61403509,67.83625731,25.14619883,45.61403509,18,DAVITA-IMPERIAL DIALYSIS,INGLEWOOD,CA,1.174668029,8.932103896,5.205920398,10.44921875,59.07797382,7.057484348,250,61.32596685,0,38.67403315,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,30,32,1.258051803,61.32075472,10.88071355,14.70888662,40.4494382,33.14606742,10.46986721,83.86108274,7.94584455,78.60548272,10.13110846,1.600660939,0.756143667,78.89098929,15.6899811,4.662885948,90303,35.4,59.5,8.4,23.2,26.6,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.61934194
480,52671,59.18343195,0,64.49704142,35.50295858,28.99408284,36.68639053,36.09467456,18,DAVITA-UNITED DIALYSIS CENTER,LONG BEACH,CA,1.306532663,9.033842105,5.036243655,10.47018905,66.31119729,9.597673291,251,51.05263158,0,48.94736842,Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,26,37,1.026804676,76.08695652,10.78532351,19.84924623,39.54773869,24.77386935,11.35678392,82.21105528,8.999493763,74.17085427,16.23115578,1.60041939,1.887781856,73.46617724,20.92291557,3.723125328,90807,16,26.4,4.3,2.9,9.2,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.33186171
481,52673,57.68817204,0,68.45878136,31.54121864,16.4874552,54.83870968,40.14336918,18,DAVITA-BAKERSFIELD DIALYSIS CENTER,BAKERSFIELD,CA,0.941453369,8.747809762,5.314221422,13.51198872,60.89909444,9.508408797,423,61.84210526,0.328947368,37.82894737,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,76,48,1.085590162,88.82978723,10.85703125,19.88820241,31.18564284,29.39099735,13.68049426,80.55310385,9.787126299,65.83473862,22.0910624,1.508664234,1.925820257,85.37803138,10.41369472,2.282453638,93309,9.8,44,6.4,18.4,11.5,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.37019241
482,52674,61.88050315,0,56.60377359,43.39622642,0.628930818,71.69811321,42.7672956,18,DAVITA-DELANO DIALYSIS,DELANO,CA,1.006148686,8.853255132,5.176092972,12.13235294,61.50210084,12.02731092,241,73.74301676,0,26.25698324,Not Compliant,For Profit,DaVita,No Evening Shift,Dialyzer Reuse,32,29,0.588010431,86.8852459,10.98279696,15.81889324,29.68138625,35.55058692,14.47736166,82.28060369,8.854231817,77.47344885,15.2040246,1.532001206,1.421800948,86.13744076,10.72274882,1.718009479,93215,4.4,77.1,7.3,26.6,41.4,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.23329706
483,52675,55.59090909,0,77.27272727,22.72727273,18.18181818,22.72727273,31.81818182,17,EAST BAY PERITONEAL DIALYSIS,SAN LEANDRO,CA,2.787456446,8.972200772,5.494716981,15.35836178,,,32,72.72727273,0,27.27272727,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,4,4,0.762821508,92.30769231,10.88237548,21.2543554,25.43554007,30.66202091,13.58885017,65.85365854,,,,,,,,,94578,18.5,36.7,5.8,12.7,27.5,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.15663566
484,52676,57.77777778,2.962962963,62.22222222,34.81481482,28.88888889,21.48148148,37.77777778,17,DCI UNIVERSITY DIALYSIS CLINIC,SACRAMENTO,CA,3.594351733,8.903155819,5.508062331,14.88801054,57.91567224,14.24025457,201,70.54794521,0,29.4520548,Compliant,Not for Profit,Other Chains,Evening Shift,Dialyzer Reuse,24,29,1.007669747,80.85106383,10.83589744,17.6508344,38.96020539,29.6534018,11.36071887,87.67650834,10.6437113,60.83743842,29.72085386,1.57343189,0.823892894,82.69824923,14.0061792,2.471678682,95816,4.6,15.6,5.4,8.2,3.7,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,28.16484938
485,52677,56.75968992,0,65.11627907,34.88372093,10.85271318,49.6124031,40.31007752,17,SAN JOAQUIN VALLEY DIALYSIS,FRESNO,CA,0.517799353,8.86689008,5.087312947,11.7314931,53.1821507,19.01975128,199,67.56756757,0.675675676,31.75675676,Not Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,22,24,1.231592181,72.72727273,10.90801856,20.64724919,30.80906149,29.12621359,17.08737864,68.09061489,9.63950452,69.29492039,19.78771797,1.768899756,1.171875,45.390625,49.296875,4.140625,93726,10.6,49.2,9.6,29.9,13.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.94581682
486,52678,62.11363636,0,56.06060606,43.93939394,20.45454546,56.06060606,41.66666667,18,FMC-GATEWAY DIALYSIS CENTER-EAST,SAN DIEGO,CA,0.394477318,9.015389877,5.101785714,9.369024857,54.62077757,4.588910134,170,42.85714286,0.714285714,56.42857143,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,24,24,0.592898077,82.14285714,10.9625256,14.33267587,34.18803419,34.84549638,12.95200526,72.32084155,9.488113317,75.47666009,17.22550953,1.78190309,0.825877495,48.93324157,48.24501032,1.995870613,92102,10,60.7,4.8,25.4,25,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.94581682
487,52679,67.21052632,0,39.47368421,60.52631579,28.94736842,26.31578947,42.10526316,18,U.S. RENAL CARE REDONDO BEACH DIALYSIS,REDONDO BEACH,CA,4.007633588,9.012280702,4.996481482,7.706422018,57.43119266,14.86238532,66,57.14285714,2.380952381,40.47619048,Not Compliant,For Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,7,12,1.114489012,61.90476191,10.76423077,16.41221374,43.51145038,31.87022901,7.442748092,80.91603053,8.728453879,88.16793893,10.11450382,1.461919192,1,93.6,4.4,1,90277,1.9,14,3.6,3.3,5.6,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.91296194
488,52682,63.43396226,0,49.68553459,50.31446541,9.433962264,72.32704403,45.91194969,18,DAVITA-FONTANA DIALYSIS,FONTANA,CA,0.883977901,8.867658619,4.908585313,7.267904509,68.43501326,6.153846154,220,35.46511628,0.581395349,63.95348837,Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,28,45,1.091691151,62.5,10.66905428,24.25414365,34.6961326,29.83425414,9.944751381,85.85635359,8.887568784,78.78453039,15.80110497,1.603400955,1.061946903,78.5840708,19.23303835,1.120943953,92335,5.1,82.6,7.8,21.3,30.9,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.51596542
489,52683,59.78787879,0,65.90909091,34.09090909,3.787878788,78.78787879,46.96969697,18,FMC-RAI-EAST OLYMPIC-LOS ANGELES,LOS ANGELES,CA,0.5859375,8.832253618,4.508536585,8.135810378,72.88135593,6.372881356,207,35.66433566,0,64.33566434,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,24,24,1.089166489,22.05882353,10.80123542,18.9453125,32.35677083,33.52864583,10.02604167,69.20572917,9.685256941,66.97377746,21.11977321,1.625810811,1.66793025,70.28051554,23.42683851,4.624715694,90022,0.4,96.2,8.6,21.8,40,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.61179217
490,52684,55.04545455,0,72.72727273,27.27272727,0,95.45454546,40.90909091,18,PERITONEAL DIALYSIS CENTER OF AMERICA-SAN GABRIEL PC,MONTEREY PARK,CA,1.287553648,8.715384615,5.262343096,11.46245059,,,32,81.48148148,0,18.51851852,Not Compliant,For Profit,Independent,No Evening Shift,No Dialyzer Reuse,2,6,0.920293131,38.0952381,10.81576577,26.18025751,24.03433476,28.32618026,16.73819743,50.21459228,,,,,,,,,91754,0.4,32.5,3.7,11.8,35.8,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.44477984
491,52685,61.82014389,0,57.55395684,42.44604317,23.74100719,30.9352518,42.44604317,17,HAYWARD DIALYSIS CENTER,HAYWARD,CA,0.960384154,8.935783366,5.154317897,9.842748981,60.62900408,8.503203262,200,65.77181208,1.342281879,32.88590604,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,30,30,0.687902477,86.84210526,11.01494845,14.52581032,28.03121249,36.97478992,13.62545018,85.53421369,8.077257648,82.83313325,8.223289316,1.548419561,3.564223268,77.67316745,13.65164761,5.110961668,94541,14.1,46.2,5.2,12.8,25.9,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.20384402
492,52686,64.86754967,0,46.35761589,53.64238411,9.933774834,32.45033113,45.03311258,18,FMC-LA MESA DIALYSIS CENTER,LA MESA,CA,1.573849879,9.084093712,5.285532407,12.87408244,65.95143986,6.211180124,252,46.47058824,0.588235294,52.94117647,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,24,30,0.81641269,37.28813559,11.01417129,12.22760291,37.77239709,36.31961259,11.92493947,76.99757869,8.895585174,79.29782082,14.76997579,1.701655673,1.838476691,60.01313198,37.68877216,0.459619173,91942,6.2,25.4,4.5,7.8,7.6,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.26407798
493,52687,61.81818182,0,60,40,27.27272727,23.63636364,36.36363636,18,FMC-CARSON,CARSON,CA,0.765696784,8.807073955,5.381990521,11.7384844,58.8410104,15.15601783,84,34.42622951,0,65.57377049,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,11,12,0.955661275,0,10.94790997,14.70137825,36.44716692,31.85298622,12.25114855,71.05666156,8.216604134,81.01071976,11.94486983,1.666712329,1.490066225,62.58278146,32.61589404,3.311258278,90746,57.5,22.2,6.9,5.1,10.9,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.56250984
494,52689,64.28571429,0,43.95604396,56.04395604,4.395604396,23.07692308,29.67032967,17,WALNUT CREEK DIALYSIS,WALNUT CREEK,CA,1.513622603,9.135602094,5.435025381,13.40508806,67.12463199,11.97252208,129,78.02197802,1.098901099,20.87912088,Not Compliant,For Profit,DaVita,Evening Shift,Dialyzer Reuse,24,26,1.131870197,64.1025641,10.87313746,15.94349142,35.31786075,34.10696266,10.79717457,79.0110999,8.260888367,80.06072875,13.66396761,1.584492274,1.516793066,79.30660888,17.3347779,1.841820152,94598,0.9,8.4,3.4,2.3,7.1,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.351691
495,52690,63.74137931,0,48.27586207,51.72413793,1.724137931,89.65517241,32.75862069,18,FMC-EL CENTRO DESERT VALLEY DIALYSIS CENTER,EL CENTRO,CA,0.738552437,9.046893491,5.335235378,13.67521368,61.82336182,5.982905983,82,96.82539683,0,3.174603175,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,20,13,0.351999496,5.357142857,11.03298817,12.25997046,32.20088626,42.98375185,12.40768095,75.62776957,10.14286912,74.00295421,22.45199409,1.7615727,0.295420975,52.14180207,47.1196455,0.443131462,92243,2.5,83.2,8.3,20.9,30.2,Non-Hospital Facilities,California,West,Pacific,Metropolitan,Urban,27.16825123
